# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-10 17:07:34 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01554000 Susquehanna River at Sunbury, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01554000
#            TS   parameter     statistic     Description
#        119098       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119098_00060_00003	119098_00060_00003_cd
USGS	01554000	1987-03-18	30100	A
USGS	01554000	1987-03-19	27700	A
USGS	01554000	1987-03-20	25900	A
USGS	01554000	1987-03-21	25100	A
USGS	01554000	1987-03-22	24900	A
USGS	01554000	1987-03-23	24600	A
USGS	01554000	1987-03-24	24400	A
USGS	01554000	1987-03-25	25200	A
USGS	01554000	1987-03-26	29900	A
USGS	01554000	1987-03-27	39700	A
USGS	01554000	1987-03-28	48600	A
USGS	01554000	1987-03-29	49200	A
USGS	01554000	1987-03-30	45100	A
USGS	01554000	1987-03-31	42900	A
USGS	01554000	1987-04-01	57300	A
USGS	01554000	1987-04-02	74400	A
USGS	01554000	1987-04-03	71200	A
USGS	01554000	1987-04-04	68400	A
USGS	01554000	1987-04-05	124000	A
USGS	01554000	1987-04-06	157000	A
USGS	01554000	1987-04-07	149000	A
USGS	01554000	1987-04-08	139000	A
USGS	01554000	1987-04-09	120000	A
USGS	01554000	1987-04-10	98600	A
USGS	01554000	1987-04-11	81400	A
USGS	01554000	1987-04-12	67600	A
USGS	01554000	1987-04-13	59500	A
USGS	01554000	1987-04-14	65000	A
USGS	01554000	1987-04-15	70800	A
USGS	01554000	1987-04-16	64400	A
USGS	01554000	1987-04-17	56600	A
USGS	01554000	1987-04-18	50500	A
USGS	01554000	1987-04-19	45500	A
USGS	01554000	1987-04-20	41000	A
USGS	01554000	1987-04-21	37300	A
USGS	01554000	1987-04-22	33400	A
USGS	01554000	1987-04-23	29800	A
USGS	01554000	1987-04-24	27300	A
USGS	01554000	1987-04-25	26900	A
USGS	01554000	1987-04-26	30800	A
USGS	01554000	1987-04-27	32200	A
USGS	01554000	1987-04-28	29900	A
USGS	01554000	1987-04-29	27700	A
USGS	01554000	1987-04-30	26900	A
USGS	01554000	1987-05-01	26000	A
USGS	01554000	1987-05-02	25200	A
USGS	01554000	1987-05-03	23800	A
USGS	01554000	1987-05-04	25600	A
USGS	01554000	1987-05-05	29900	A
USGS	01554000	1987-05-06	32000	A
USGS	01554000	1987-05-07	29300	A
USGS	01554000	1987-05-08	25500	A
USGS	01554000	1987-05-09	24000	A
USGS	01554000	1987-05-10	21500	A
USGS	01554000	1987-05-11	17400	A
USGS	01554000	1987-05-12	18100	A
USGS	01554000	1987-05-13	16500	A
USGS	01554000	1987-05-14	15200	A
USGS	01554000	1987-05-15	14300	A
USGS	01554000	1987-05-16	13400	A
USGS	01554000	1987-05-17	12900	A
USGS	01554000	1987-05-18	11600	A
USGS	01554000	1987-05-19	12300	A
USGS	01554000	1987-05-20	13100	A
USGS	01554000	1987-05-21	13300	A
USGS	01554000	1987-05-22	14100	A
USGS	01554000	1987-05-23	13500	A
USGS	01554000	1987-05-24	12700	A
USGS	01554000	1987-05-25	13000	A
USGS	01554000	1987-05-26	12500	A
USGS	01554000	1987-05-27	12900	A
USGS	01554000	1987-05-28	12300	A
USGS	01554000	1987-05-29	11400	A
USGS	01554000	1987-05-30	11000	A
USGS	01554000	1987-05-31	10800	A
USGS	01554000	1987-06-01	10700	A
USGS	01554000	1987-06-02	10100	A
USGS	01554000	1987-06-03	11100	A
USGS	01554000	1987-06-04	13100	A
USGS	01554000	1987-06-05	14200	A
USGS	01554000	1987-06-06	15200	A
USGS	01554000	1987-06-07	15300	A
USGS	01554000	1987-06-08	13900	A
USGS	01554000	1987-06-09	12500	A
USGS	01554000	1987-06-10	11400	A
USGS	01554000	1987-06-11	10900	A
USGS	01554000	1987-06-12	10300	A
USGS	01554000	1987-06-13	10100	A
USGS	01554000	1987-06-14	10500	A
USGS	01554000	1987-06-15	15200	A
USGS	01554000	1987-06-16	15900	A
USGS	01554000	1987-06-17	12300	A
USGS	01554000	1987-06-18	10300	A
USGS	01554000	1987-06-19	9200	A
USGS	01554000	1987-06-20	8210	A
USGS	01554000	1987-06-21	7490	A
USGS	01554000	1987-06-22	7230	A
USGS	01554000	1987-06-23	8500	A
USGS	01554000	1987-06-24	10200	A
USGS	01554000	1987-06-25	10700	A
USGS	01554000	1987-06-26	9360	A
USGS	01554000	1987-06-27	10000	A
USGS	01554000	1987-06-28	10200	A
USGS	01554000	1987-06-29	10700	A
USGS	01554000	1987-06-30	9190	A
USGS	01554000	1987-07-01	8120	A
USGS	01554000	1987-07-02	8650	A
USGS	01554000	1987-07-03	15300	A
USGS	01554000	1987-07-04	31500	A
USGS	01554000	1987-07-05	28300	A
USGS	01554000	1987-07-06	25400	A
USGS	01554000	1987-07-07	19500	A
USGS	01554000	1987-07-08	20200	A
USGS	01554000	1987-07-09	28600	A
USGS	01554000	1987-07-10	34200	A
USGS	01554000	1987-07-11	27300	A
USGS	01554000	1987-07-12	22100	A
USGS	01554000	1987-07-13	19700	A
USGS	01554000	1987-07-14	17900	A
USGS	01554000	1987-07-15	16400	A
USGS	01554000	1987-07-16	16900	A
USGS	01554000	1987-07-17	14300	A
USGS	01554000	1987-07-18	12700	A
USGS	01554000	1987-07-19	12500	A
USGS	01554000	1987-07-20	10900	A
USGS	01554000	1987-07-21	9330	A
USGS	01554000	1987-07-22	8000	A
USGS	01554000	1987-07-23	7490	A
USGS	01554000	1987-07-24	6690	A
USGS	01554000	1987-07-25	6170	A
USGS	01554000	1987-07-26	6120	A
USGS	01554000	1987-07-27	6360	A
USGS	01554000	1987-07-28	6180	A
USGS	01554000	1987-07-29	5960	A
USGS	01554000	1987-07-30	6260	A
USGS	01554000	1987-07-31	5910	A
USGS	01554000	1987-08-01	5440	A
USGS	01554000	1987-08-02	5100	A
USGS	01554000	1987-08-03	4840	A
USGS	01554000	1987-08-04	4850	A
USGS	01554000	1987-08-05	4850	A
USGS	01554000	1987-08-06	5130	A
USGS	01554000	1987-08-07	5080	A
USGS	01554000	1987-08-08	4980	A
USGS	01554000	1987-08-09	4990	A
USGS	01554000	1987-08-10	5850	A
USGS	01554000	1987-08-11	5910	A
USGS	01554000	1987-08-12	5210	A
USGS	01554000	1987-08-13	5030	A
USGS	01554000	1987-08-14	4790	A
USGS	01554000	1987-08-15	4540	A
USGS	01554000	1987-08-16	4640	A
USGS	01554000	1987-08-17	4640	A
USGS	01554000	1987-08-18	4280	A
USGS	01554000	1987-08-19	3940	A
USGS	01554000	1987-08-20	3670	A
USGS	01554000	1987-08-21	3460	A
USGS	01554000	1987-08-22	3510	A
USGS	01554000	1987-08-23	3510	A
USGS	01554000	1987-08-24	3470	A
USGS	01554000	1987-08-25	3470	A
USGS	01554000	1987-08-26	3470	A
USGS	01554000	1987-08-27	3630	A
USGS	01554000	1987-08-28	4880	A
USGS	01554000	1987-08-29	8690	A
USGS	01554000	1987-08-30	9950	A
USGS	01554000	1987-08-31	8490	A
USGS	01554000	1987-09-01	7890	A
USGS	01554000	1987-09-02	7660	A
USGS	01554000	1987-09-03	6810	A
USGS	01554000	1987-09-04	6110	A
USGS	01554000	1987-09-05	5520	A
USGS	01554000	1987-09-06	5160	A
USGS	01554000	1987-09-07	5160	A
USGS	01554000	1987-09-08	5770	A
USGS	01554000	1987-09-09	13000	A
USGS	01554000	1987-09-10	17800	A
USGS	01554000	1987-09-11	13800	A
USGS	01554000	1987-09-12	10600	A
USGS	01554000	1987-09-13	28400	A
USGS	01554000	1987-09-14	47400	A
USGS	01554000	1987-09-15	38300	A
USGS	01554000	1987-09-16	34900	A
USGS	01554000	1987-09-17	28600	A
USGS	01554000	1987-09-18	29500	A
USGS	01554000	1987-09-19	41200	A
USGS	01554000	1987-09-20	43300	A
USGS	01554000	1987-09-21	46900	A
USGS	01554000	1987-09-22	43600	A
USGS	01554000	1987-09-23	37400	A
USGS	01554000	1987-09-24	31500	A
USGS	01554000	1987-09-25	27100	A
USGS	01554000	1987-09-26	22100	A
USGS	01554000	1987-09-27	20000	A
USGS	01554000	1987-09-28	17500	A
USGS	01554000	1987-09-29	15500	A
USGS	01554000	1987-09-30	14700	A
USGS	01554000	1987-10-01	17500	A
USGS	01554000	1987-10-02	16800	A
USGS	01554000	1987-10-03	14200	A
USGS	01554000	1987-10-04	14200	A
USGS	01554000	1987-10-05	15400	A
USGS	01554000	1987-10-06	15000	A
USGS	01554000	1987-10-07	16800	A
USGS	01554000	1987-10-08	18000	A
USGS	01554000	1987-10-09	16900	A
USGS	01554000	1987-10-10	16200	A
USGS	01554000	1987-10-11	16000	A
USGS	01554000	1987-10-12	15800	A
USGS	01554000	1987-10-13	15100	A
USGS	01554000	1987-10-14	14700	A
USGS	01554000	1987-10-15	14800	A
USGS	01554000	1987-10-16	15300	A
USGS	01554000	1987-10-17	14700	A
USGS	01554000	1987-10-18	13500	A
USGS	01554000	1987-10-19	12300	A
USGS	01554000	1987-10-20	11500	A
USGS	01554000	1987-10-21	11000	A
USGS	01554000	1987-10-22	10500	A
USGS	01554000	1987-10-23	10000	A
USGS	01554000	1987-10-24	9470	A
USGS	01554000	1987-10-25	9050	A
USGS	01554000	1987-10-26	8790	A
USGS	01554000	1987-10-27	8720	A
USGS	01554000	1987-10-28	11700	A
USGS	01554000	1987-10-29	16700	A
USGS	01554000	1987-10-30	18300	A
USGS	01554000	1987-10-31	23700	A
USGS	01554000	1987-11-01	24900	A
USGS	01554000	1987-11-02	20900	A
USGS	01554000	1987-11-03	18400	A
USGS	01554000	1987-11-04	16800	A
USGS	01554000	1987-11-05	15600	A
USGS	01554000	1987-11-06	14600	A
USGS	01554000	1987-11-07	13900	A
USGS	01554000	1987-11-08	13200	A
USGS	01554000	1987-11-09	13100	A
USGS	01554000	1987-11-10	13000	A
USGS	01554000	1987-11-11	12900	A
USGS	01554000	1987-11-12	12700	A
USGS	01554000	1987-11-13	12800	A
USGS	01554000	1987-11-14	13200	A
USGS	01554000	1987-11-15	13800	A
USGS	01554000	1987-11-16	14100	A
USGS	01554000	1987-11-17	14400	A
USGS	01554000	1987-11-18	19300	A
USGS	01554000	1987-11-19	25900	A
USGS	01554000	1987-11-20	26000	A
USGS	01554000	1987-11-21	25200	A
USGS	01554000	1987-11-22	24100	A
USGS	01554000	1987-11-23	22000	A
USGS	01554000	1987-11-24	20000	A
USGS	01554000	1987-11-25	18500	A
USGS	01554000	1987-11-26	17500	A
USGS	01554000	1987-11-27	16800	A
USGS	01554000	1987-11-28	16200	A
USGS	01554000	1987-11-29	16700	A
USGS	01554000	1987-11-30	33300	A
USGS	01554000	1987-12-01	57300	A
USGS	01554000	1987-12-02	62700	A
USGS	01554000	1987-12-03	56900	A
USGS	01554000	1987-12-04	47600	A
USGS	01554000	1987-12-05	40600	A
USGS	01554000	1987-12-06	34600	A
USGS	01554000	1987-12-07	30700	A
USGS	01554000	1987-12-08	27600	A
USGS	01554000	1987-12-09	25100	A
USGS	01554000	1987-12-10	23400	A
USGS	01554000	1987-12-11	22600	A
USGS	01554000	1987-12-12	22900	A
USGS	01554000	1987-12-13	24300	A
USGS	01554000	1987-12-14	24000	A
USGS	01554000	1987-12-15	22400	A
USGS	01554000	1987-12-16	24100	A
USGS	01554000	1987-12-17	24700	A
USGS	01554000	1987-12-18	25700	A
USGS	01554000	1987-12-19	24800	A
USGS	01554000	1987-12-20	23600	A
USGS	01554000	1987-12-21	23900	A
USGS	01554000	1987-12-22	28400	A
USGS	01554000	1987-12-23	36100	A
USGS	01554000	1987-12-24	35500	A
USGS	01554000	1987-12-25	31600	A
USGS	01554000	1987-12-26	28500	A
USGS	01554000	1987-12-27	27200	A
USGS	01554000	1987-12-28	26500	A
USGS	01554000	1987-12-29	27100	A
USGS	01554000	1987-12-30	25500	A
USGS	01554000	1987-12-31	21700	A
USGS	01554000	1988-01-01	19800	A
USGS	01554000	1988-01-02	18000	A
USGS	01554000	1988-01-03	15000	A:e
USGS	01554000	1988-01-04	14000	A:e
USGS	01554000	1988-01-05	13000	A:e
USGS	01554000	1988-01-06	11000	A:e
USGS	01554000	1988-01-07	9800	A:e
USGS	01554000	1988-01-08	9300	A:e
USGS	01554000	1988-01-09	9400	A:e
USGS	01554000	1988-01-10	8600	A:e
USGS	01554000	1988-01-11	8100	A:e
USGS	01554000	1988-01-12	7900	A:e
USGS	01554000	1988-01-13	8100	A:e
USGS	01554000	1988-01-14	8500	A:e
USGS	01554000	1988-01-15	7900	A:e
USGS	01554000	1988-01-16	8400	A:e
USGS	01554000	1988-01-17	9100	A:e
USGS	01554000	1988-01-18	11000	A:e
USGS	01554000	1988-01-19	13000	A:e
USGS	01554000	1988-01-20	16000	A:e
USGS	01554000	1988-01-21	20000	A:e
USGS	01554000	1988-01-22	26000	A:e
USGS	01554000	1988-01-23	30000	A:e
USGS	01554000	1988-01-24	27000	A:e
USGS	01554000	1988-01-25	26000	A:e
USGS	01554000	1988-01-26	23000	A:e
USGS	01554000	1988-01-27	20000	A:e
USGS	01554000	1988-01-28	18000	A:e
USGS	01554000	1988-01-29	16000	A:e
USGS	01554000	1988-01-30	15000	A:e
USGS	01554000	1988-01-31	15000	A:e
USGS	01554000	1988-02-01	16000	A:e
USGS	01554000	1988-02-02	22000	A:e
USGS	01554000	1988-02-03	50000	A:e
USGS	01554000	1988-02-04	114000	A
USGS	01554000	1988-02-05	94700	A
USGS	01554000	1988-02-06	72100	A
USGS	01554000	1988-02-07	56800	A
USGS	01554000	1988-02-08	45900	A
USGS	01554000	1988-02-09	40600	A
USGS	01554000	1988-02-10	34500	A
USGS	01554000	1988-02-11	32400	A
USGS	01554000	1988-02-12	30500	A
USGS	01554000	1988-02-13	28700	A
USGS	01554000	1988-02-14	25100	A
USGS	01554000	1988-02-15	22300	A
USGS	01554000	1988-02-16	20800	A
USGS	01554000	1988-02-17	22100	A
USGS	01554000	1988-02-18	22500	A
USGS	01554000	1988-02-19	21600	A
USGS	01554000	1988-02-20	24800	A
USGS	01554000	1988-02-21	27800	A
USGS	01554000	1988-02-22	28500	A
USGS	01554000	1988-02-23	27000	A
USGS	01554000	1988-02-24	25500	A
USGS	01554000	1988-02-25	24500	A
USGS	01554000	1988-02-26	22800	A
USGS	01554000	1988-02-27	19000	A
USGS	01554000	1988-02-28	21400	A
USGS	01554000	1988-02-29	18800	A
USGS	01554000	1988-03-01	17600	A
USGS	01554000	1988-03-02	16900	A
USGS	01554000	1988-03-03	16600	A
USGS	01554000	1988-03-04	18600	A
USGS	01554000	1988-03-05	22200	A
USGS	01554000	1988-03-06	23500	A
USGS	01554000	1988-03-07	25000	A
USGS	01554000	1988-03-08	25100	A
USGS	01554000	1988-03-09	26500	A
USGS	01554000	1988-03-10	33000	A
USGS	01554000	1988-03-11	46900	A
USGS	01554000	1988-03-12	55700	A
USGS	01554000	1988-03-13	53200	A
USGS	01554000	1988-03-14	52600	A
USGS	01554000	1988-03-15	55100	A
USGS	01554000	1988-03-16	53300	A
USGS	01554000	1988-03-17	46500	A
USGS	01554000	1988-03-18	39700	A
USGS	01554000	1988-03-19	35300	A
USGS	01554000	1988-03-20	32000	A
USGS	01554000	1988-03-21	29100	A
USGS	01554000	1988-03-22	26100	A
USGS	01554000	1988-03-23	23400	A
USGS	01554000	1988-03-24	21500	A
USGS	01554000	1988-03-25	20600	A
USGS	01554000	1988-03-26	24800	A
USGS	01554000	1988-03-27	50200	A
USGS	01554000	1988-03-28	82400	A
USGS	01554000	1988-03-29	80800	A
USGS	01554000	1988-03-30	68000	A
USGS	01554000	1988-03-31	56300	A
USGS	01554000	1988-04-01	47300	A
USGS	01554000	1988-04-02	42100	A
USGS	01554000	1988-04-03	40300	A
USGS	01554000	1988-04-04	39100	A
USGS	01554000	1988-04-05	37700	A
USGS	01554000	1988-04-06	39000	A
USGS	01554000	1988-04-07	38400	A
USGS	01554000	1988-04-08	36300	A
USGS	01554000	1988-04-09	34100	A
USGS	01554000	1988-04-10	32400	A
USGS	01554000	1988-04-11	30000	A
USGS	01554000	1988-04-12	27700	A
USGS	01554000	1988-04-13	25800	A
USGS	01554000	1988-04-14	23900	A
USGS	01554000	1988-04-15	22100	A
USGS	01554000	1988-04-16	20900	A
USGS	01554000	1988-04-17	19800	A
USGS	01554000	1988-04-18	18400	A
USGS	01554000	1988-04-19	17600	A
USGS	01554000	1988-04-20	16800	A
USGS	01554000	1988-04-21	15800	A
USGS	01554000	1988-04-22	15100	A
USGS	01554000	1988-04-23	14200	A
USGS	01554000	1988-04-24	13400	A
USGS	01554000	1988-04-25	13500	A
USGS	01554000	1988-04-26	15400	A
USGS	01554000	1988-04-27	16800	A
USGS	01554000	1988-04-28	17600	A
USGS	01554000	1988-04-29	19300	A
USGS	01554000	1988-04-30	23400	A
USGS	01554000	1988-05-01	32300	A
USGS	01554000	1988-05-02	37000	A
USGS	01554000	1988-05-03	32100	A
USGS	01554000	1988-05-04	27600	A
USGS	01554000	1988-05-05	24900	A
USGS	01554000	1988-05-06	23800	A
USGS	01554000	1988-05-07	24800	A
USGS	01554000	1988-05-08	26000	A
USGS	01554000	1988-05-09	24500	A
USGS	01554000	1988-05-10	22200	A
USGS	01554000	1988-05-11	21200	A
USGS	01554000	1988-05-12	21200	A
USGS	01554000	1988-05-13	20600	A
USGS	01554000	1988-05-14	20300	A
USGS	01554000	1988-05-15	20000	A
USGS	01554000	1988-05-16	19300	A
USGS	01554000	1988-05-17	18500	A
USGS	01554000	1988-05-18	20300	A
USGS	01554000	1988-05-19	40700	A
USGS	01554000	1988-05-20	108000	A
USGS	01554000	1988-05-21	138000	A
USGS	01554000	1988-05-22	121000	A
USGS	01554000	1988-05-23	85900	A
USGS	01554000	1988-05-24	68000	A
USGS	01554000	1988-05-25	57600	A
USGS	01554000	1988-05-26	52200	A
USGS	01554000	1988-05-27	45500	A
USGS	01554000	1988-05-28	39100	A
USGS	01554000	1988-05-29	31900	A
USGS	01554000	1988-05-30	28300	A
USGS	01554000	1988-05-31	23500	A
USGS	01554000	1988-06-01	21300	A
USGS	01554000	1988-06-02	19800	A
USGS	01554000	1988-06-03	18800	A
USGS	01554000	1988-06-04	16000	A
USGS	01554000	1988-06-05	16700	A
USGS	01554000	1988-06-06	15600	A
USGS	01554000	1988-06-07	14100	A
USGS	01554000	1988-06-08	12600	A
USGS	01554000	1988-06-09	12200	A
USGS	01554000	1988-06-10	11500	A
USGS	01554000	1988-06-11	10500	A
USGS	01554000	1988-06-12	9550	A
USGS	01554000	1988-06-13	8800	A
USGS	01554000	1988-06-14	8240	A
USGS	01554000	1988-06-15	7640	A
USGS	01554000	1988-06-16	7090	A
USGS	01554000	1988-06-17	6670	A
USGS	01554000	1988-06-18	6390	A
USGS	01554000	1988-06-19	6130	A
USGS	01554000	1988-06-20	5790	A
USGS	01554000	1988-06-21	5430	A
USGS	01554000	1988-06-22	5040	A
USGS	01554000	1988-06-23	4720	A
USGS	01554000	1988-06-24	4390	A
USGS	01554000	1988-06-25	4220	A
USGS	01554000	1988-06-26	4110	A
USGS	01554000	1988-06-27	3840	A
USGS	01554000	1988-06-28	3680	A
USGS	01554000	1988-06-29	3560	A
USGS	01554000	1988-06-30	3390	A
USGS	01554000	1988-07-01	3220	A
USGS	01554000	1988-07-02	3180	A
USGS	01554000	1988-07-03	3100	A
USGS	01554000	1988-07-04	3030	A
USGS	01554000	1988-07-05	2930	A
USGS	01554000	1988-07-06	2860	A
USGS	01554000	1988-07-07	2770	A
USGS	01554000	1988-07-08	2650	A
USGS	01554000	1988-07-09	2590	A
USGS	01554000	1988-07-10	2540	A
USGS	01554000	1988-07-11	2450	A
USGS	01554000	1988-07-12	2450	A
USGS	01554000	1988-07-13	2370	A
USGS	01554000	1988-07-14	2350	A
USGS	01554000	1988-07-15	2290	A
USGS	01554000	1988-07-16	2170	A
USGS	01554000	1988-07-17	2310	A
USGS	01554000	1988-07-18	4130	A
USGS	01554000	1988-07-19	4390	A
USGS	01554000	1988-07-20	3950	A
USGS	01554000	1988-07-21	5130	A
USGS	01554000	1988-07-22	7770	A
USGS	01554000	1988-07-23	8470	A
USGS	01554000	1988-07-24	8150	A
USGS	01554000	1988-07-25	10700	A
USGS	01554000	1988-07-26	9330	A
USGS	01554000	1988-07-27	11500	A
USGS	01554000	1988-07-28	10900	A
USGS	01554000	1988-07-29	9060	A
USGS	01554000	1988-07-30	8950	A
USGS	01554000	1988-07-31	8940	A
USGS	01554000	1988-08-01	9310	A
USGS	01554000	1988-08-02	7270	A
USGS	01554000	1988-08-03	5890	A
USGS	01554000	1988-08-04	5190	A
USGS	01554000	1988-08-05	4650	A
USGS	01554000	1988-08-06	4190	A
USGS	01554000	1988-08-07	4180	A
USGS	01554000	1988-08-08	4500	A
USGS	01554000	1988-08-09	4110	A
USGS	01554000	1988-08-10	3710	A
USGS	01554000	1988-08-11	3560	A
USGS	01554000	1988-08-12	3310	A
USGS	01554000	1988-08-13	3190	A
USGS	01554000	1988-08-14	3060	A
USGS	01554000	1988-08-15	2950	A
USGS	01554000	1988-08-16	2780	A
USGS	01554000	1988-08-17	5620	A
USGS	01554000	1988-08-18	3650	A
USGS	01554000	1988-08-19	2370	A
USGS	01554000	1988-08-20	2380	A
USGS	01554000	1988-08-21	2270	A
USGS	01554000	1988-08-22	2180	A
USGS	01554000	1988-08-23	2120	A
USGS	01554000	1988-08-24	2580	A
USGS	01554000	1988-08-25	3080	A
USGS	01554000	1988-08-26	4160	A
USGS	01554000	1988-08-27	3930	A
USGS	01554000	1988-08-28	3630	A
USGS	01554000	1988-08-29	4400	A
USGS	01554000	1988-08-30	38000	A
USGS	01554000	1988-08-31	19500	A
USGS	01554000	1988-09-01	18200	A
USGS	01554000	1988-09-02	16500	A
USGS	01554000	1988-09-03	14400	A
USGS	01554000	1988-09-04	12000	A
USGS	01554000	1988-09-05	18500	A
USGS	01554000	1988-09-06	16400	A
USGS	01554000	1988-09-07	14200	A
USGS	01554000	1988-09-08	12000	A
USGS	01554000	1988-09-09	9850	A
USGS	01554000	1988-09-10	8420	A
USGS	01554000	1988-09-11	7320	A
USGS	01554000	1988-09-12	6340	A
USGS	01554000	1988-09-13	6340	A
USGS	01554000	1988-09-14	6760	A
USGS	01554000	1988-09-15	6140	A
USGS	01554000	1988-09-16	5400	A
USGS	01554000	1988-09-17	5070	A
USGS	01554000	1988-09-18	5280	A
USGS	01554000	1988-09-19	5690	A
USGS	01554000	1988-09-20	5630	A
USGS	01554000	1988-09-21	6190	A
USGS	01554000	1988-09-22	7040	A
USGS	01554000	1988-09-23	6480	A
USGS	01554000	1988-09-24	6170	A
USGS	01554000	1988-09-25	5740	A
USGS	01554000	1988-09-26	5310	A
USGS	01554000	1988-09-27	5050	A
USGS	01554000	1988-09-28	4760	A
USGS	01554000	1988-09-29	4540	A
USGS	01554000	1988-09-30	4450	A
USGS	01554000	1988-10-01	4410	A
USGS	01554000	1988-10-02	4140	A
USGS	01554000	1988-10-03	4050	A
USGS	01554000	1988-10-04	3830	A
USGS	01554000	1988-10-05	4470	A
USGS	01554000	1988-10-06	4720	A
USGS	01554000	1988-10-07	4650	A
USGS	01554000	1988-10-08	4550	A
USGS	01554000	1988-10-09	4390	A
USGS	01554000	1988-10-10	4380	A
USGS	01554000	1988-10-11	4640	A
USGS	01554000	1988-10-12	4580	A
USGS	01554000	1988-10-13	4160	A
USGS	01554000	1988-10-14	3570	A
USGS	01554000	1988-10-15	3330	A
USGS	01554000	1988-10-16	3210	A
USGS	01554000	1988-10-17	3130	A
USGS	01554000	1988-10-18	3130	A
USGS	01554000	1988-10-19	3130	A
USGS	01554000	1988-10-20	2980	A
USGS	01554000	1988-10-21	3010	A
USGS	01554000	1988-10-22	3710	A
USGS	01554000	1988-10-23	5630	A
USGS	01554000	1988-10-24	6820	A
USGS	01554000	1988-10-25	7510	A
USGS	01554000	1988-10-26	8990	A
USGS	01554000	1988-10-27	12000	A
USGS	01554000	1988-10-28	14100	A
USGS	01554000	1988-10-29	13100	A
USGS	01554000	1988-10-30	11200	A
USGS	01554000	1988-10-31	9510	A
USGS	01554000	1988-11-01	9010	A
USGS	01554000	1988-11-02	8170	A
USGS	01554000	1988-11-03	7610	A
USGS	01554000	1988-11-04	7290	A
USGS	01554000	1988-11-05	7180	A
USGS	01554000	1988-11-06	10300	A
USGS	01554000	1988-11-07	16800	A
USGS	01554000	1988-11-08	23400	A
USGS	01554000	1988-11-09	30900	A
USGS	01554000	1988-11-10	30800	A
USGS	01554000	1988-11-11	25100	A
USGS	01554000	1988-11-12	20900	A
USGS	01554000	1988-11-13	19000	A
USGS	01554000	1988-11-14	21200	A
USGS	01554000	1988-11-15	21800	A
USGS	01554000	1988-11-16	21800	A
USGS	01554000	1988-11-17	22200	A
USGS	01554000	1988-11-18	21900	A
USGS	01554000	1988-11-19	19800	A
USGS	01554000	1988-11-20	19800	A
USGS	01554000	1988-11-21	32400	A
USGS	01554000	1988-11-22	37000	A
USGS	01554000	1988-11-23	39700	A
USGS	01554000	1988-11-24	38900	A
USGS	01554000	1988-11-25	32800	A
USGS	01554000	1988-11-26	27700	A
USGS	01554000	1988-11-27	24500	A
USGS	01554000	1988-11-28	22600	A
USGS	01554000	1988-11-29	21600	A
USGS	01554000	1988-11-30	20200	A
USGS	01554000	1988-12-01	19400	A
USGS	01554000	1988-12-02	19000	A
USGS	01554000	1988-12-03	17900	A
USGS	01554000	1988-12-04	16500	A
USGS	01554000	1988-12-05	15700	A
USGS	01554000	1988-12-06	14800	A
USGS	01554000	1988-12-07	13900	A
USGS	01554000	1988-12-08	13300	A
USGS	01554000	1988-12-09	12700	A
USGS	01554000	1988-12-10	12000	A
USGS	01554000	1988-12-11	11500	A
USGS	01554000	1988-12-12	10300	A
USGS	01554000	1988-12-13	7630	A
USGS	01554000	1988-12-14	7140	A
USGS	01554000	1988-12-15	7420	A
USGS	01554000	1988-12-16	6900	A
USGS	01554000	1988-12-17	7060	A
USGS	01554000	1988-12-18	7950	A
USGS	01554000	1988-12-19	8950	A
USGS	01554000	1988-12-20	10000	A
USGS	01554000	1988-12-21	9270	A
USGS	01554000	1988-12-22	8630	A
USGS	01554000	1988-12-23	8550	A
USGS	01554000	1988-12-24	8600	A
USGS	01554000	1988-12-25	11200	A
USGS	01554000	1988-12-26	14900	A
USGS	01554000	1988-12-27	19000	A
USGS	01554000	1988-12-28	18500	A
USGS	01554000	1988-12-29	18300	A
USGS	01554000	1988-12-30	17800	A
USGS	01554000	1988-12-31	16300	A
USGS	01554000	1989-01-01	16400	A
USGS	01554000	1989-01-02	17300	A
USGS	01554000	1989-01-03	16300	A
USGS	01554000	1989-01-04	15200	A
USGS	01554000	1989-01-05	12600	A
USGS	01554000	1989-01-06	11500	A
USGS	01554000	1989-01-07	10300	A
USGS	01554000	1989-01-08	10000	A
USGS	01554000	1989-01-09	13700	A
USGS	01554000	1989-01-10	14700	A
USGS	01554000	1989-01-11	15000	A
USGS	01554000	1989-01-12	15300	A
USGS	01554000	1989-01-13	17700	A
USGS	01554000	1989-01-14	16400	A
USGS	01554000	1989-01-15	16300	A
